"","eventID","occurrenceID","recordedBy","measurementType","measurementValue","measurementUnit"
"278","Site2_1930-02-13","Site2_1930-02-13_A74","Edgar Anderson","sepal width",2.8,"cm"
"279","Site2_1930-02-13","Site2_1930-02-13_A74","Edgar Anderson","petal length",4.7,"cm"
"280","Site2_1930-02-13","Site2_1930-02-13_A74","Edgar Anderson","petal width",1.2,"cm"
"281","Site2_1930-02-13","Site2_1930-02-13_A77","Edgar Anderson","sepal length",6.8,"cm"
"282","Site2_1930-02-13","Site2_1930-02-13_A77","Edgar Anderson","sepal width",2.8,"cm"
"283","Site2_1930-02-13","Site2_1930-02-13_A77","Edgar Anderson","petal length",4.8,"cm"
"284","Site2_1930-02-13","Site2_1930-02-13_A77","Edgar Anderson","petal width",1.4,"cm"
"285","Site2_1930-02-13","Site2_1930-02-13_A80","Edgar Anderson","sepal length",5.7,"cm"
"286","Site2_1930-02-13","Site2_1930-02-13_A80","Edgar Anderson","sepal width",2.6,"cm"
"287","Site2_1930-02-13","Site2_1930-02-13_A80","Edgar Anderson","petal length",3.5,"cm"
"288","Site2_1930-02-13","Site2_1930-02-13_A80","Edgar Anderson","petal width",1,"cm"
"289","Site2_1930-02-13","Site2_1930-02-13_A83","Edgar Anderson","sepal length",5.8,"cm"
"290","Site2_1930-02-13","Site2_1930-02-13_A83","Edgar Anderson","sepal width",2.7,"cm"
"291","Site2_1930-02-13","Site2_1930-02-13_A83","Edgar Anderson","petal length",3.9,"cm"
"292","Site2_1930-02-13","Site2_1930-02-13_A83","Edgar Anderson","petal width",1.2,"cm"
"293","Site2_1930-02-13","Site2_1930-02-13_A86","Edgar Anderson","sepal length",6,"cm"
"294","Site2_1930-02-13","Site2_1930-02-13_A86","Edgar Anderson","sepal width",3.4,"cm"
"295","Site2_1930-02-13","Site2_1930-02-13_A86","Edgar Anderson","petal length",4.5,"cm"
"296","Site2_1930-02-13","Site2_1930-02-13_A86","Edgar Anderson","petal width",1.6,"cm"
"297","Site2_1930-02-13","Site2_1930-02-13_A89","Edgar Anderson","sepal length",5.6,"cm"
"298","Site2_1930-02-13","Site2_1930-02-13_A89","Edgar Anderson","sepal width",3,"cm"
"299","Site2_1930-02-13","Site2_1930-02-13_A89","Edgar Anderson","petal length",4.1,"cm"
"300","Site2_1930-02-13","Site2_1930-02-13_A89","Edgar Anderson","petal width",1.3,"cm"
"301","Site2_1930-02-13","Site2_1930-02-13_A92","Edgar Anderson","sepal length",6.1,"cm"
"302","Site2_1930-02-13","Site2_1930-02-13_A92","Edgar Anderson","sepal width",3,"cm"
"303","Site2_1930-02-13","Site2_1930-02-13_A92","Edgar Anderson","petal length",4.6,"cm"
"304","Site2_1930-02-13","Site2_1930-02-13_A92","Edgar Anderson","petal width",1.4,"cm"
"305","Site2_1930-02-13","Site2_1930-02-13_A95","Edgar Anderson","sepal length",5.6,"cm"
"306","Site2_1930-02-13","Site2_1930-02-13_A95","Edgar Anderson","sepal width",2.7,"cm"
"307","Site2_1930-02-13","Site2_1930-02-13_A95","Edgar Anderson","petal length",4.2,"cm"
"308","Site2_1930-02-13","Site2_1930-02-13_A95","Edgar Anderson","petal width",1.3,"cm"
"309","Site2_1930-02-13","Site2_1930-02-13_A98","Edgar Anderson","sepal length",6.2,"cm"
"310","Site2_1930-02-13","Site2_1930-02-13_A98","Edgar Anderson","sepal width",2.9,"cm"
"311","Site2_1930-02-13","Site2_1930-02-13_A98","Edgar Anderson","petal length",4.3,"cm"
"312","Site2_1930-02-13","Site2_1930-02-13_A98","Edgar Anderson","petal width",1.3,"cm"
"313","Site2_1930-02-13","Site2_1930-02-13_A101","Edgar Anderson","sepal length",6.3,"cm"
"314","Site2_1930-02-13","Site2_1930-02-13_A101","Edgar Anderson","sepal width",3.3,"cm"
"315","Site2_1930-02-13","Site2_1930-02-13_A101","Edgar Anderson","petal length",6,"cm"
"316","Site2_1930-02-13","Site2_1930-02-13_A101","Edgar Anderson","petal width",2.5,"cm"
"317","Site2_1930-02-13","Site2_1930-02-13_A104","Edgar Anderson","sepal length",6.3,"cm"
"318","Site2_1930-02-13","Site2_1930-02-13_A104","Edgar Anderson","sepal width",2.9,"cm"
"319","Site2_1930-02-13","Site2_1930-02-13_A104","Edgar Anderson","petal length",5.6,"cm"
"320","Site2_1930-02-13","Site2_1930-02-13_A104","Edgar Anderson","petal width",1.8,"cm"
"321","Site2_1930-02-13","Site2_1930-02-13_A107","Edgar Anderson","sepal length",4.9,"cm"
"322","Site2_1930-02-13","Site2_1930-02-13_A107","Edgar Anderson","sepal width",2.5,"cm"
"323","Site2_1930-02-13","Site2_1930-02-13_A107","Edgar Anderson","petal length",4.5,"cm"
"324","Site2_1930-02-13","Site2_1930-02-13_A107","Edgar Anderson","petal width",1.7,"cm"
"325","Site2_1930-02-13","Site2_1930-02-13_A110","Edgar Anderson","sepal length",7.2,"cm"
"326","Site2_1930-02-13","Site2_1930-02-13_A110","Edgar Anderson","sepal width",3.6,"cm"
"327","Site2_1930-02-13","Site2_1930-02-13_A110","Edgar Anderson","petal length",6.1,"cm"
"328","Site2_1930-02-13","Site2_1930-02-13_A110","Edgar Anderson","petal width",2.5,"cm"
"329","Site2_1930-02-13","Site2_1930-02-13_A113","Edgar Anderson","sepal length",6.8,"cm"
"330","Site2_1930-02-13","Site2_1930-02-13_A113","Edgar Anderson","sepal width",3,"cm"
"331","Site2_1930-02-13","Site2_1930-02-13_A113","Edgar Anderson","petal length",5.5,"cm"
"332","Site2_1930-02-13","Site2_1930-02-13_A113","Edgar Anderson","petal width",2.1,"cm"
"333","Site2_1930-02-13","Site2_1930-02-13_A116","Edgar Anderson","sepal length",6.4,"cm"
"334","Site2_1930-02-13","Site2_1930-02-13_A116","Edgar Anderson","sepal width",3.2,"cm"
"335","Site2_1930-02-13","Site2_1930-02-13_A116","Edgar Anderson","petal length",5.3,"cm"
"336","Site2_1930-02-13","Site2_1930-02-13_A116","Edgar Anderson","petal width",2.3,"cm"
"337","Site2_1930-02-13","Site2_1930-02-13_A119","Edgar Anderson","sepal length",7.7,"cm"
"338","Site2_1930-02-13","Site2_1930-02-13_A119","Edgar Anderson","sepal width",2.6,"cm"
"339","Site2_1930-02-13","Site2_1930-02-13_A119","Edgar Anderson","petal length",6.9,"cm"
"340","Site2_1930-02-13","Site2_1930-02-13_A119","Edgar Anderson","petal width",2.3,"cm"
"341","Site2_1930-02-13","Site2_1930-02-13_A122","Edgar Anderson","sepal length",5.6,"cm"
"342","Site2_1930-02-13","Site2_1930-02-13_A122","Edgar Anderson","sepal width",2.8,"cm"
"343","Site2_1930-02-13","Site2_1930-02-13_A122","Edgar Anderson","petal length",4.9,"cm"
"344","Site2_1930-02-13","Site2_1930-02-13_A122","Edgar Anderson","petal width",2,"cm"
"345","Site2_1930-02-13","Site2_1930-02-13_A125","Edgar Anderson","sepal length",6.7,"cm"
"346","Site2_1930-02-13","Site2_1930-02-13_A125","Edgar Anderson","sepal width",3.3,"cm"
"347","Site2_1930-02-13","Site2_1930-02-13_A125","Edgar Anderson","petal length",5.7,"cm"
"348","Site2_1930-02-13","Site2_1930-02-13_A125","Edgar Anderson","petal width",2.1,"cm"
"349","Site2_1930-02-13","Site2_1930-02-13_A128","Edgar Anderson","sepal length",6.1,"cm"
"350","Site2_1930-02-13","Site2_1930-02-13_A128","Edgar Anderson","sepal width",3,"cm"
"351","Site2_1930-02-13","Site2_1930-02-13_A128","Edgar Anderson","petal length",4.9,"cm"
"352","Site2_1930-02-13","Site2_1930-02-13_A128","Edgar Anderson","petal width",1.8,"cm"
"353","Site2_1930-02-13","Site2_1930-02-13_A131","Edgar Anderson","sepal length",7.4,"cm"
"354","Site2_1930-02-13","Site2_1930-02-13_A131","Edgar Anderson","sepal width",2.8,"cm"
"355","Site2_1930-02-13","Site2_1930-02-13_A131","Edgar Anderson","petal length",6.1,"cm"
"356","Site2_1930-02-13","Site2_1930-02-13_A131","Edgar Anderson","petal width",1.9,"cm"
"357","Site2_1930-02-13","Site2_1930-02-13_A134","Edgar Anderson","sepal length",6.3,"cm"
"358","Site2_1930-02-13","Site2_1930-02-13_A134","Edgar Anderson","sepal width",2.8,"cm"
"359","Site2_1930-02-13","Site2_1930-02-13_A134","Edgar Anderson","petal length",5.1,"cm"
"360","Site2_1930-02-13","Site2_1930-02-13_A134","Edgar Anderson","petal width",1.5,"cm"
"361","Site2_1930-02-13","Site2_1930-02-13_A137","Edgar Anderson","sepal length",6.3,"cm"
"362","Site2_1930-02-13","Site2_1930-02-13_A137","Edgar Anderson","sepal width",3.4,"cm"
"363","Site2_1930-02-13","Site2_1930-02-13_A137","Edgar Anderson","petal length",5.6,"cm"
"364","Site2_1930-02-13","Site2_1930-02-13_A137","Edgar Anderson","petal width",2.4,"cm"
"365","Site2_1930-02-13","Site2_1930-02-13_A140","Edgar Anderson","sepal length",6.9,"cm"
"366","Site2_1930-02-13","Site2_1930-02-13_A140","Edgar Anderson","sepal width",3.1,"cm"
"367","Site2_1930-02-13","Site2_1930-02-13_A140","Edgar Anderson","petal length",5.4,"cm"
"368","Site2_1930-02-13","Site2_1930-02-13_A140","Edgar Anderson","petal width",2.1,"cm"
"369","Site2_1930-02-13","Site2_1930-02-13_A143","Edgar Anderson","sepal length",5.8,"cm"
"370","Site2_1930-02-13","Site2_1930-02-13_A143","Edgar Anderson","sepal width",2.7,"cm"
"371","Site2_1930-02-13","Site2_1930-02-13_A143","Edgar Anderson","petal length",5.1,"cm"
"372","Site2_1930-02-13","Site2_1930-02-13_A143","Edgar Anderson","petal width",1.9,"cm"
"373","Site2_1930-02-13","Site2_1930-02-13_A146","Edgar Anderson","sepal length",6.7,"cm"
"374","Site2_1930-02-13","Site2_1930-02-13_A146","Edgar Anderson","sepal width",3,"cm"
"375","Site2_1930-02-13","Site2_1930-02-13_A146","Edgar Anderson","petal length",5.2,"cm"
"376","Site2_1930-02-13","Site2_1930-02-13_A146","Edgar Anderson","petal width",2.3,"cm"
"377","Site2_1930-02-13","Site2_1930-02-13_A149","Edgar Anderson","sepal length",6.2,"cm"
"378","Site2_1930-02-13","Site2_1930-02-13_A149","Edgar Anderson","sepal width",3.4,"cm"
"379","Site2_1930-02-13","Site2_1930-02-13_A149","Edgar Anderson","petal length",5.4,"cm"
"380","Site2_1930-02-13","Site2_1930-02-13_A149","Edgar Anderson","petal width",2.3,"cm"
"381","Site2_1930-02-13","Site2_1930-02-13_A2","Edgar Anderson","sepal length",4.9,"cm"
"382","Site2_1930-02-13","Site2_1930-02-13_A2","Edgar Anderson","sepal width",3,"cm"
"383","Site2_1930-02-13","Site2_1930-02-13_A2","Edgar Anderson","petal length",1.4,"cm"
"384","Site2_1930-02-13","Site2_1930-02-13_A2","Edgar Anderson","petal width",0.2,"cm"
"385","Site2_1930-02-13","Site2_1930-02-13_A5","Edgar Anderson","sepal length",5,"cm"
"386","Site2_1930-02-13","Site2_1930-02-13_A5","Edgar Anderson","sepal width",3.6,"cm"
"387","Site2_1930-02-13","Site2_1930-02-13_A5","Edgar Anderson","petal length",1.4,"cm"
"388","Site2_1930-02-13","Site2_1930-02-13_A5","Edgar Anderson","petal width",0.2,"cm"
"389","Site2_1930-02-13","Site2_1930-02-13_A8","Edgar Anderson","sepal length",5,"cm"
"390","Site2_1930-02-13","Site2_1930-02-13_A8","Edgar Anderson","sepal width",3.4,"cm"
"391","Site2_1930-02-13","Site2_1930-02-13_A8","Edgar Anderson","petal length",1.5,"cm"
"392","Site2_1930-02-13","Site2_1930-02-13_A8","Edgar Anderson","petal width",0.2,"cm"
"393","Site2_1930-02-13","Site2_1930-02-13_A11","Edgar Anderson","sepal length",5.4,"cm"
"394","Site2_1930-02-13","Site2_1930-02-13_A11","Edgar Anderson","sepal width",3.7,"cm"
"395","Site2_1930-02-13","Site2_1930-02-13_A11","Edgar Anderson","petal length",1.5,"cm"
"396","Site2_1930-02-13","Site2_1930-02-13_A11","Edgar Anderson","petal width",0.2,"cm"
"397","Site2_1930-02-13","Site2_1930-02-13_A14","Edgar Anderson","sepal length",4.3,"cm"
"398","Site2_1930-02-13","Site2_1930-02-13_A14","Edgar Anderson","sepal width",3,"cm"
"399","Site2_1930-02-13","Site2_1930-02-13_A14","Edgar Anderson","petal length",1.1,"cm"
"400","Site2_1930-02-13","Site2_1930-02-13_A14","Edgar Anderson","petal width",0.1,"cm"
"401","Site3_1929-12-01","Site3_1929-12-01_A19","Edgar Anderson","sepal length",5.7,"cm"
"402","Site3_1929-12-01","Site3_1929-12-01_A19","Edgar Anderson","sepal width",3.8,"cm"
"403","Site3_1929-12-01","Site3_1929-12-01_A19","Edgar Anderson","petal length",1.7,"cm"
"404","Site3_1929-12-01","Site3_1929-12-01_A19","Edgar Anderson","petal width",0.3,"cm"
"405","Site3_1929-12-01","Site3_1929-12-01_A22","Edgar Anderson","sepal length",5.1,"cm"
"406","Site3_1929-12-01","Site3_1929-12-01_A22","Edgar Anderson","sepal width",3.7,"cm"
"407","Site3_1929-12-01","Site3_1929-12-01_A22","Edgar Anderson","petal length",1.5,"cm"
"408","Site3_1929-12-01","Site3_1929-12-01_A22","Edgar Anderson","petal width",0.4,"cm"
"409","Site3_1929-12-01","Site3_1929-12-01_A25","Edgar Anderson","sepal length",4.8,"cm"
"410","Site3_1929-12-01","Site3_1929-12-01_A25","Edgar Anderson","sepal width",3.4,"cm"
"411","Site3_1929-12-01","Site3_1929-12-01_A25","Edgar Anderson","petal length",1.9,"cm"
"412","Site3_1929-12-01","Site3_1929-12-01_A25","Edgar Anderson","petal width",0.2,"cm"
"413","Site3_1929-12-01","Site3_1929-12-01_A28","Edgar Anderson","sepal length",5.2,"cm"
"414","Site3_1929-12-01","Site3_1929-12-01_A28","Edgar Anderson","sepal width",3.5,"cm"
"415","Site3_1929-12-01","Site3_1929-12-01_A28","Edgar Anderson","petal length",1.5,"cm"
"416","Site3_1929-12-01","Site3_1929-12-01_A28","Edgar Anderson","petal width",0.2,"cm"
"417","Site3_1929-12-01","Site3_1929-12-01_A31","Edgar Anderson","sepal length",4.8,"cm"
"418","Site3_1929-12-01","Site3_1929-12-01_A31","Edgar Anderson","sepal width",3.1,"cm"
"419","Site3_1929-12-01","Site3_1929-12-01_A31","Edgar Anderson","petal length",1.6,"cm"
"420","Site3_1929-12-01","Site3_1929-12-01_A31","Edgar Anderson","petal width",0.2,"cm"
"421","Site3_1929-12-01","Site3_1929-12-01_A34","Edgar Anderson","sepal length",5.5,"cm"
"422","Site3_1929-12-01","Site3_1929-12-01_A34","Edgar Anderson","sepal width",4.2,"cm"
"423","Site3_1929-12-01","Site3_1929-12-01_A34","Edgar Anderson","petal length",1.4,"cm"
"424","Site3_1929-12-01","Site3_1929-12-01_A34","Edgar Anderson","petal width",0.2,"cm"
"425","Site3_1929-12-01","Site3_1929-12-01_A37","Edgar Anderson","sepal length",5.5,"cm"
"426","Site3_1929-12-01","Site3_1929-12-01_A37","Edgar Anderson","sepal width",3.5,"cm"
"427","Site3_1929-12-01","Site3_1929-12-01_A37","Edgar Anderson","petal length",1.3,"cm"
"428","Site3_1929-12-01","Site3_1929-12-01_A37","Edgar Anderson","petal width",0.2,"cm"
"429","Site3_1929-12-01","Site3_1929-12-01_A40","Edgar Anderson","sepal length",5.1,"cm"
"430","Site3_1929-12-01","Site3_1929-12-01_A40","Edgar Anderson","sepal width",3.4,"cm"
"431","Site3_1929-12-01","Site3_1929-12-01_A40","Edgar Anderson","petal length",1.5,"cm"
"432","Site3_1929-12-01","Site3_1929-12-01_A40","Edgar Anderson","petal width",0.2,"cm"
"433","Site3_1929-12-01","Site3_1929-12-01_A43","Edgar Anderson","sepal length",4.4,"cm"
"434","Site3_1929-12-01","Site3_1929-12-01_A43","Edgar Anderson","sepal width",3.2,"cm"
"435","Site3_1929-12-01","Site3_1929-12-01_A43","Edgar Anderson","petal length",1.3,"cm"
"436","Site3_1929-12-01","Site3_1929-12-01_A43","Edgar Anderson","petal width",0.2,"cm"
"437","Site3_1929-12-01","Site3_1929-12-01_A46","Edgar Anderson","sepal length",4.8,"cm"
"438","Site3_1929-12-01","Site3_1929-12-01_A46","Edgar Anderson","sepal width",3,"cm"
"439","Site3_1929-12-01","Site3_1929-12-01_A46","Edgar Anderson","petal length",1.4,"cm"
"440","Site3_1929-12-01","Site3_1929-12-01_A46","Edgar Anderson","petal width",0.3,"cm"
"441","Site3_1929-12-01","Site3_1929-12-01_A49","Edgar Anderson","sepal length",5.3,"cm"
"442","Site3_1929-12-01","Site3_1929-12-01_A49","Edgar Anderson","sepal width",3.7,"cm"
"443","Site3_1929-12-01","Site3_1929-12-01_A49","Edgar Anderson","petal length",1.5,"cm"
"444","Site3_1929-12-01","Site3_1929-12-01_A49","Edgar Anderson","petal width",0.2,"cm"
"445","Site3_1929-12-01","Site3_1929-12-01_A52","Edgar Anderson","sepal length",6.4,"cm"
"446","Site3_1929-12-01","Site3_1929-12-01_A52","Edgar Anderson","sepal width",3.2,"cm"
"447","Site3_1929-12-01","Site3_1929-12-01_A52","Edgar Anderson","petal length",4.5,"cm"
"448","Site3_1929-12-01","Site3_1929-12-01_A52","Edgar Anderson","petal width",1.5,"cm"
"449","Site3_1929-12-01","Site3_1929-12-01_A55","Edgar Anderson","sepal length",6.5,"cm"
"450","Site3_1929-12-01","Site3_1929-12-01_A55","Edgar Anderson","sepal width",2.8,"cm"
"451","Site3_1929-12-01","Site3_1929-12-01_A55","Edgar Anderson","petal length",4.6,"cm"
"452","Site3_1929-12-01","Site3_1929-12-01_A55","Edgar Anderson","petal width",1.5,"cm"
"453","Site3_1929-12-01","Site3_1929-12-01_A58","Edgar Anderson","sepal length",4.9,"cm"
"454","Site3_1929-12-01","Site3_1929-12-01_A58","Edgar Anderson","sepal width",2.4,"cm"
"455","Site3_1929-12-01","Site3_1929-12-01_A58","Edgar Anderson","petal length",3.3,"cm"
"456","Site3_1929-12-01","Site3_1929-12-01_A58","Edgar Anderson","petal width",1,"cm"
"457","Site3_1929-12-01","Site3_1929-12-01_A61","Edgar Anderson","sepal length",5,"cm"
"458","Site3_1929-12-01","Site3_1929-12-01_A61","Edgar Anderson","sepal width",2,"cm"
"459","Site3_1929-12-01","Site3_1929-12-01_A61","Edgar Anderson","petal length",3.5,"cm"
"460","Site3_1929-12-01","Site3_1929-12-01_A61","Edgar Anderson","petal width",1,"cm"
"461","Site3_1929-12-01","Site3_1929-12-01_A64","Edgar Anderson","sepal length",6.1,"cm"
"462","Site3_1929-12-01","Site3_1929-12-01_A64","Edgar Anderson","sepal width",2.9,"cm"
"463","Site3_1929-12-01","Site3_1929-12-01_A64","Edgar Anderson","petal length",4.7,"cm"
"464","Site3_1929-12-01","Site3_1929-12-01_A64","Edgar Anderson","petal width",1.4,"cm"
"465","Site3_1929-12-01","Site3_1929-12-01_A67","Edgar Anderson","sepal length",5.6,"cm"
"466","Site3_1929-12-01","Site3_1929-12-01_A67","Edgar Anderson","sepal width",3,"cm"
"467","Site3_1929-12-01","Site3_1929-12-01_A67","Edgar Anderson","petal length",4.5,"cm"
"468","Site3_1929-12-01","Site3_1929-12-01_A67","Edgar Anderson","petal width",1.5,"cm"
"469","Site3_1929-12-01","Site3_1929-12-01_A70","Edgar Anderson","sepal length",5.6,"cm"
"470","Site3_1929-12-01","Site3_1929-12-01_A70","Edgar Anderson","sepal width",2.5,"cm"
"471","Site3_1929-12-01","Site3_1929-12-01_A70","Edgar Anderson","petal length",3.9,"cm"
"472","Site3_1929-12-01","Site3_1929-12-01_A70","Edgar Anderson","petal width",1.1,"cm"
"473","Site3_1929-12-01","Site3_1929-12-01_A73","Edgar Anderson","sepal length",6.3,"cm"
"474","Site3_1929-12-01","Site3_1929-12-01_A73","Edgar Anderson","sepal width",2.5,"cm"
"475","Site3_1929-12-01","Site3_1929-12-01_A73","Edgar Anderson","petal length",4.9,"cm"
"476","Site3_1929-12-01","Site3_1929-12-01_A73","Edgar Anderson","petal width",1.5,"cm"
"477","Site3_1929-12-01","Site3_1929-12-01_A76","Edgar Anderson","sepal length",6.6,"cm"
"478","Site3_1929-12-01","Site3_1929-12-01_A76","Edgar Anderson","sepal width",3,"cm"
"479","Site3_1929-12-01","Site3_1929-12-01_A76","Edgar Anderson","petal length",4.4,"cm"
"480","Site3_1929-12-01","Site3_1929-12-01_A76","Edgar Anderson","petal width",1.4,"cm"
"481","Site3_1929-12-01","Site3_1929-12-01_A79","Edgar Anderson","sepal length",6,"cm"
"482","Site3_1929-12-01","Site3_1929-12-01_A79","Edgar Anderson","sepal width",2.9,"cm"
"483","Site3_1929-12-01","Site3_1929-12-01_A79","Edgar Anderson","petal length",4.5,"cm"
"484","Site3_1929-12-01","Site3_1929-12-01_A79","Edgar Anderson","petal width",1.5,"cm"
"485","Site3_1929-12-01","Site3_1929-12-01_A82","Edgar Anderson","sepal length",5.5,"cm"
"486","Site3_1929-12-01","Site3_1929-12-01_A82","Edgar Anderson","sepal width",2.4,"cm"
"487","Site3_1929-12-01","Site3_1929-12-01_A82","Edgar Anderson","petal length",3.7,"cm"
"488","Site3_1929-12-01","Site3_1929-12-01_A82","Edgar Anderson","petal width",1,"cm"
"489","Site3_1929-12-01","Site3_1929-12-01_A85","Edgar Anderson","sepal length",5.4,"cm"
"490","Site3_1929-12-01","Site3_1929-12-01_A85","Edgar Anderson","sepal width",3,"cm"
"491","Site3_1929-12-01","Site3_1929-12-01_A85","Edgar Anderson","petal length",4.5,"cm"
"492","Site3_1929-12-01","Site3_1929-12-01_A85","Edgar Anderson","petal width",1.5,"cm"
"493","Site3_1929-12-01","Site3_1929-12-01_A88","Edgar Anderson","sepal length",6.3,"cm"
"494","Site3_1929-12-01","Site3_1929-12-01_A88","Edgar Anderson","sepal width",2.3,"cm"
"495","Site3_1929-12-01","Site3_1929-12-01_A88","Edgar Anderson","petal length",4.4,"cm"
"496","Site3_1929-12-01","Site3_1929-12-01_A88","Edgar Anderson","petal width",1.3,"cm"
"497","Site3_1929-12-01","Site3_1929-12-01_A91","Edgar Anderson","sepal length",5.5,"cm"
"498","Site3_1929-12-01","Site3_1929-12-01_A91","Edgar Anderson","sepal width",2.6,"cm"
"499","Site3_1929-12-01","Site3_1929-12-01_A91","Edgar Anderson","petal length",4.4,"cm"
"500","Site3_1929-12-01","Site3_1929-12-01_A91","Edgar Anderson","petal width",1.2,"cm"
"501","Site3_1929-12-01","Site3_1929-12-01_A94","Edgar Anderson","sepal length",5,"cm"
"502","Site3_1929-12-01","Site3_1929-12-01_A94","Edgar Anderson","sepal width",2.3,"cm"
"503","Site3_1929-12-01","Site3_1929-12-01_A94","Edgar Anderson","petal length",3.3,"cm"
"504","Site3_1929-12-01","Site3_1929-12-01_A94","Edgar Anderson","petal width",1,"cm"
"505","Site3_1929-12-01","Site3_1929-12-01_A97","Edgar Anderson","sepal length",5.7,"cm"
"506","Site3_1929-12-01","Site3_1929-12-01_A97","Edgar Anderson","sepal width",2.9,"cm"
"507","Site3_1929-12-01","Site3_1929-12-01_A97","Edgar Anderson","petal length",4.2,"cm"
"508","Site3_1929-12-01","Site3_1929-12-01_A97","Edgar Anderson","petal width",1.3,"cm"
"509","Site3_1929-12-01","Site3_1929-12-01_A100","Edgar Anderson","sepal length",5.7,"cm"
"510","Site3_1929-12-01","Site3_1929-12-01_A100","Edgar Anderson","sepal width",2.8,"cm"
"511","Site3_1929-12-01","Site3_1929-12-01_A100","Edgar Anderson","petal length",4.1,"cm"
"512","Site3_1929-12-01","Site3_1929-12-01_A100","Edgar Anderson","petal width",1.3,"cm"
"513","Site3_1929-12-01","Site3_1929-12-01_A103","Edgar Anderson","sepal length",7.1,"cm"
"514","Site3_1929-12-01","Site3_1929-12-01_A103","Edgar Anderson","sepal width",3,"cm"
"515","Site3_1929-12-01","Site3_1929-12-01_A103","Edgar Anderson","petal length",5.9,"cm"
"516","Site3_1929-12-01","Site3_1929-12-01_A103","Edgar Anderson","petal width",2.1,"cm"
"517","Site3_1929-12-01","Site3_1929-12-01_A106","Edgar Anderson","sepal length",7.6,"cm"
"518","Site3_1929-12-01","Site3_1929-12-01_A106","Edgar Anderson","sepal width",3,"cm"
"519","Site3_1929-12-01","Site3_1929-12-01_A106","Edgar Anderson","petal length",6.6,"cm"
"520","Site3_1929-12-01","Site3_1929-12-01_A106","Edgar Anderson","petal width",2.1,"cm"
"521","Site3_1929-12-01","Site3_1929-12-01_A109","Edgar Anderson","sepal length",6.7,"cm"
"522","Site3_1929-12-01","Site3_1929-12-01_A109","Edgar Anderson","sepal width",2.5,"cm"
"523","Site3_1929-12-01","Site3_1929-12-01_A109","Edgar Anderson","petal length",5.8,"cm"
"524","Site3_1929-12-01","Site3_1929-12-01_A109","Edgar Anderson","petal width",1.8,"cm"
"525","Site3_1929-12-01","Site3_1929-12-01_A112","Edgar Anderson","sepal length",6.4,"cm"
"526","Site3_1929-12-01","Site3_1929-12-01_A112","Edgar Anderson","sepal width",2.7,"cm"
"527","Site3_1929-12-01","Site3_1929-12-01_A112","Edgar Anderson","petal length",5.3,"cm"
"528","Site3_1929-12-01","Site3_1929-12-01_A112","Edgar Anderson","petal width",1.9,"cm"
"529","Site3_1929-12-01","Site3_1929-12-01_A115","Edgar Anderson","sepal length",5.8,"cm"
"530","Site3_1929-12-01","Site3_1929-12-01_A115","Edgar Anderson","sepal width",2.8,"cm"
"531","Site3_1929-12-01","Site3_1929-12-01_A115","Edgar Anderson","petal length",5.1,"cm"
"532","Site3_1929-12-01","Site3_1929-12-01_A115","Edgar Anderson","petal width",2.4,"cm"
"533","Site3_1929-12-01","Site3_1929-12-01_A118","Edgar Anderson","sepal length",7.7,"cm"
"534","Site3_1929-12-01","Site3_1929-12-01_A118","Edgar Anderson","sepal width",3.8,"cm"
"535","Site3_1929-12-01","Site3_1929-12-01_A118","Edgar Anderson","petal length",6.7,"cm"
"536","Site3_1929-12-01","Site3_1929-12-01_A118","Edgar Anderson","petal width",2.2,"cm"
"537","Site3_1929-12-01","Site3_1929-12-01_A121","Edgar Anderson","sepal length",6.9,"cm"
"538","Site3_1929-12-01","Site3_1929-12-01_A121","Edgar Anderson","sepal width",3.2,"cm"
"539","Site3_1929-12-01","Site3_1929-12-01_A121","Edgar Anderson","petal length",5.7,"cm"
"540","Site3_1929-12-01","Site3_1929-12-01_A121","Edgar Anderson","petal width",2.3,"cm"
"541","Site3_1929-12-01","Site3_1929-12-01_A124","Edgar Anderson","sepal length",6.3,"cm"
"542","Site3_1929-12-01","Site3_1929-12-01_A124","Edgar Anderson","sepal width",2.7,"cm"
"543","Site3_1929-12-01","Site3_1929-12-01_A124","Edgar Anderson","petal length",4.9,"cm"
"544","Site3_1929-12-01","Site3_1929-12-01_A124","Edgar Anderson","petal width",1.8,"cm"
"545","Site3_1929-12-01","Site3_1929-12-01_A127","Edgar Anderson","sepal length",6.2,"cm"
"546","Site3_1929-12-01","Site3_1929-12-01_A127","Edgar Anderson","sepal width",2.8,"cm"
"547","Site3_1929-12-01","Site3_1929-12-01_A127","Edgar Anderson","petal length",4.8,"cm"
"548","Site3_1929-12-01","Site3_1929-12-01_A127","Edgar Anderson","petal width",1.8,"cm"
"549","Site3_1929-12-01","Site3_1929-12-01_A130","Edgar Anderson","sepal length",7.2,"cm"
"550","Site3_1929-12-01","Site3_1929-12-01_A130","Edgar Anderson","sepal width",3,"cm"
"551","Site3_1929-12-01","Site3_1929-12-01_A130","Edgar Anderson","petal length",5.8,"cm"
"552","Site3_1929-12-01","Site3_1929-12-01_A130","Edgar Anderson","petal width",1.6,"cm"
"553","Site3_1929-12-01","Site3_1929-12-01_A133","Edgar Anderson","sepal length",6.4,"cm"
"554","Site3_1929-12-01","Site3_1929-12-01_A133","Edgar Anderson","sepal width",2.8,"cm"
