"eventID","occurrenceID","recordedBy","measurementType","measurementValue","measurementUnit"
"Site2_1930-02-13","Site2_1930-02-13_A83","Edgar Anderson","sepal length",5.8,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A83","Edgar Anderson","sepal width",2.7,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A83","Edgar Anderson","petal length",3.9,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A83","Edgar Anderson","petal width",1.2,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A86","Edgar Anderson","sepal length",6,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A86","Edgar Anderson","sepal width",3.4,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A86","Edgar Anderson","petal length",4.5,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A86","Edgar Anderson","petal width",1.6,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A89","Edgar Anderson","sepal length",5.6,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A89","Edgar Anderson","sepal width",3,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A89","Edgar Anderson","petal length",4.1,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A89","Edgar Anderson","petal width",1.3,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A92","Edgar Anderson","sepal length",6.1,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A92","Edgar Anderson","sepal width",3,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A92","Edgar Anderson","petal length",4.6,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A92","Edgar Anderson","petal width",1.4,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A95","Edgar Anderson","sepal length",5.6,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A95","Edgar Anderson","sepal width",2.7,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A95","Edgar Anderson","petal length",4.2,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A95","Edgar Anderson","petal width",1.3,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A98","Edgar Anderson","sepal length",6.2,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A98","Edgar Anderson","sepal width",2.9,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A98","Edgar Anderson","petal length",4.3,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A98","Edgar Anderson","petal width",1.3,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A101","Edgar Anderson","sepal length",6.3,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A101","Edgar Anderson","sepal width",3.3,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A101","Edgar Anderson","petal length",6,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A101","Edgar Anderson","petal width",2.5,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A104","Edgar Anderson","sepal length",6.3,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A104","Edgar Anderson","sepal width",2.9,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A104","Edgar Anderson","petal length",5.6,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A104","Edgar Anderson","petal width",1.8,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A107","Edgar Anderson","sepal length",4.9,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A107","Edgar Anderson","sepal width",2.5,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A107","Edgar Anderson","petal length",4.5,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A107","Edgar Anderson","petal width",1.7,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A110","Edgar Anderson","sepal length",7.2,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A110","Edgar Anderson","sepal width",3.6,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A110","Edgar Anderson","petal length",6.1,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A110","Edgar Anderson","petal width",2.5,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A113","Edgar Anderson","sepal length",6.8,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A113","Edgar Anderson","sepal width",3,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A113","Edgar Anderson","petal length",5.5,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A113","Edgar Anderson","petal width",2.1,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A116","Edgar Anderson","sepal length",6.4,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A116","Edgar Anderson","sepal width",3.2,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A116","Edgar Anderson","petal length",5.3,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A116","Edgar Anderson","petal width",2.3,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A119","Edgar Anderson","sepal length",7.7,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A119","Edgar Anderson","sepal width",2.6,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A119","Edgar Anderson","petal length",6.9,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A119","Edgar Anderson","petal width",2.3,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A122","Edgar Anderson","sepal length",5.6,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A122","Edgar Anderson","sepal width",2.8,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A122","Edgar Anderson","petal length",4.9,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A122","Edgar Anderson","petal width",2,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A125","Edgar Anderson","sepal length",6.7,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A125","Edgar Anderson","sepal width",3.3,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A125","Edgar Anderson","petal length",5.7,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A125","Edgar Anderson","petal width",2.1,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A128","Edgar Anderson","sepal length",6.1,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A128","Edgar Anderson","sepal width",3,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A128","Edgar Anderson","petal length",4.9,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A128","Edgar Anderson","petal width",1.8,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A131","Edgar Anderson","sepal length",7.4,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A131","Edgar Anderson","sepal width",2.8,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A131","Edgar Anderson","petal length",6.1,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A131","Edgar Anderson","petal width",1.9,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A134","Edgar Anderson","sepal length",6.3,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A134","Edgar Anderson","sepal width",2.8,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A134","Edgar Anderson","petal length",5.1,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A134","Edgar Anderson","petal width",1.5,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A137","Edgar Anderson","sepal length",6.3,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A137","Edgar Anderson","sepal width",3.4,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A137","Edgar Anderson","petal length",5.6,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A137","Edgar Anderson","petal width",2.4,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A140","Edgar Anderson","sepal length",6.9,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A140","Edgar Anderson","sepal width",3.1,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A140","Edgar Anderson","petal length",5.4,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A140","Edgar Anderson","petal width",2.1,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A143","Edgar Anderson","sepal length",5.8,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A143","Edgar Anderson","sepal width",2.7,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A143","Edgar Anderson","petal length",5.1,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A143","Edgar Anderson","petal width",1.9,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A146","Edgar Anderson","sepal length",6.7,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A146","Edgar Anderson","sepal width",3,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A146","Edgar Anderson","petal length",5.2,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A146","Edgar Anderson","petal width",2.3,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A149","Edgar Anderson","sepal length",6.2,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A149","Edgar Anderson","sepal width",3.4,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A149","Edgar Anderson","petal length",5.4,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A149","Edgar Anderson","petal width",2.3,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A2","Edgar Anderson","sepal length",4.9,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A2","Edgar Anderson","sepal width",3,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A2","Edgar Anderson","petal length",1.4,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A2","Edgar Anderson","petal width",0.2,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A5","Edgar Anderson","sepal length",5,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A5","Edgar Anderson","sepal width",3.6,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A5","Edgar Anderson","petal length",1.4,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A5","Edgar Anderson","petal width",0.2,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A8","Edgar Anderson","sepal length",5,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A8","Edgar Anderson","sepal width",3.4,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A8","Edgar Anderson","petal length",1.5,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A8","Edgar Anderson","petal width",0.2,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A11","Edgar Anderson","sepal length",5.4,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A11","Edgar Anderson","sepal width",3.7,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A11","Edgar Anderson","petal length",1.5,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A11","Edgar Anderson","petal width",0.2,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A14","Edgar Anderson","sepal length",4.3,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A14","Edgar Anderson","sepal width",3,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A14","Edgar Anderson","petal length",1.1,"cm"
"Site2_1930-02-13","Site2_1930-02-13_A14","Edgar Anderson","petal width",0.1,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A19","Edgar Anderson","sepal length",5.7,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A19","Edgar Anderson","sepal width",3.8,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A19","Edgar Anderson","petal length",1.7,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A19","Edgar Anderson","petal width",0.3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A22","Edgar Anderson","sepal length",5.1,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A22","Edgar Anderson","sepal width",3.7,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A22","Edgar Anderson","petal length",1.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A22","Edgar Anderson","petal width",0.4,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A25","Edgar Anderson","sepal length",4.8,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A25","Edgar Anderson","sepal width",3.4,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A25","Edgar Anderson","petal length",1.9,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A25","Edgar Anderson","petal width",0.2,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A28","Edgar Anderson","sepal length",5.2,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A28","Edgar Anderson","sepal width",3.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A28","Edgar Anderson","petal length",1.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A28","Edgar Anderson","petal width",0.2,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A31","Edgar Anderson","sepal length",4.8,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A31","Edgar Anderson","sepal width",3.1,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A31","Edgar Anderson","petal length",1.6,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A31","Edgar Anderson","petal width",0.2,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A34","Edgar Anderson","sepal length",5.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A34","Edgar Anderson","sepal width",4.2,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A34","Edgar Anderson","petal length",1.4,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A34","Edgar Anderson","petal width",0.2,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A37","Edgar Anderson","sepal length",5.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A37","Edgar Anderson","sepal width",3.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A37","Edgar Anderson","petal length",1.3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A37","Edgar Anderson","petal width",0.2,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A40","Edgar Anderson","sepal length",5.1,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A40","Edgar Anderson","sepal width",3.4,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A40","Edgar Anderson","petal length",1.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A40","Edgar Anderson","petal width",0.2,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A43","Edgar Anderson","sepal length",4.4,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A43","Edgar Anderson","sepal width",3.2,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A43","Edgar Anderson","petal length",1.3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A43","Edgar Anderson","petal width",0.2,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A46","Edgar Anderson","sepal length",4.8,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A46","Edgar Anderson","sepal width",3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A46","Edgar Anderson","petal length",1.4,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A46","Edgar Anderson","petal width",0.3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A49","Edgar Anderson","sepal length",5.3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A49","Edgar Anderson","sepal width",3.7,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A49","Edgar Anderson","petal length",1.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A49","Edgar Anderson","petal width",0.2,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A52","Edgar Anderson","sepal length",6.4,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A52","Edgar Anderson","sepal width",3.2,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A52","Edgar Anderson","petal length",4.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A52","Edgar Anderson","petal width",1.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A55","Edgar Anderson","sepal length",6.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A55","Edgar Anderson","sepal width",2.8,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A55","Edgar Anderson","petal length",4.6,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A55","Edgar Anderson","petal width",1.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A58","Edgar Anderson","sepal length",4.9,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A58","Edgar Anderson","sepal width",2.4,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A58","Edgar Anderson","petal length",3.3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A58","Edgar Anderson","petal width",1,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A61","Edgar Anderson","sepal length",5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A61","Edgar Anderson","sepal width",2,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A61","Edgar Anderson","petal length",3.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A61","Edgar Anderson","petal width",1,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A64","Edgar Anderson","sepal length",6.1,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A64","Edgar Anderson","sepal width",2.9,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A64","Edgar Anderson","petal length",4.7,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A64","Edgar Anderson","petal width",1.4,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A67","Edgar Anderson","sepal length",5.6,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A67","Edgar Anderson","sepal width",3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A67","Edgar Anderson","petal length",4.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A67","Edgar Anderson","petal width",1.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A70","Edgar Anderson","sepal length",5.6,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A70","Edgar Anderson","sepal width",2.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A70","Edgar Anderson","petal length",3.9,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A70","Edgar Anderson","petal width",1.1,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A73","Edgar Anderson","sepal length",6.3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A73","Edgar Anderson","sepal width",2.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A73","Edgar Anderson","petal length",4.9,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A73","Edgar Anderson","petal width",1.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A76","Edgar Anderson","sepal length",6.6,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A76","Edgar Anderson","sepal width",3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A76","Edgar Anderson","petal length",4.4,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A76","Edgar Anderson","petal width",1.4,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A79","Edgar Anderson","sepal length",6,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A79","Edgar Anderson","sepal width",2.9,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A79","Edgar Anderson","petal length",4.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A79","Edgar Anderson","petal width",1.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A82","Edgar Anderson","sepal length",5.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A82","Edgar Anderson","sepal width",2.4,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A82","Edgar Anderson","petal length",3.7,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A82","Edgar Anderson","petal width",1,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A85","Edgar Anderson","sepal length",5.4,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A85","Edgar Anderson","sepal width",3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A85","Edgar Anderson","petal length",4.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A85","Edgar Anderson","petal width",1.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A88","Edgar Anderson","sepal length",6.3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A88","Edgar Anderson","sepal width",2.3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A88","Edgar Anderson","petal length",4.4,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A88","Edgar Anderson","petal width",1.3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A91","Edgar Anderson","sepal length",5.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A91","Edgar Anderson","sepal width",2.6,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A91","Edgar Anderson","petal length",4.4,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A91","Edgar Anderson","petal width",1.2,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A94","Edgar Anderson","sepal length",5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A94","Edgar Anderson","sepal width",2.3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A94","Edgar Anderson","petal length",3.3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A94","Edgar Anderson","petal width",1,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A97","Edgar Anderson","sepal length",5.7,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A97","Edgar Anderson","sepal width",2.9,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A97","Edgar Anderson","petal length",4.2,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A97","Edgar Anderson","petal width",1.3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A100","Edgar Anderson","sepal length",5.7,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A100","Edgar Anderson","sepal width",2.8,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A100","Edgar Anderson","petal length",4.1,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A100","Edgar Anderson","petal width",1.3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A103","Edgar Anderson","sepal length",7.1,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A103","Edgar Anderson","sepal width",3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A103","Edgar Anderson","petal length",5.9,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A103","Edgar Anderson","petal width",2.1,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A106","Edgar Anderson","sepal length",7.6,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A106","Edgar Anderson","sepal width",3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A106","Edgar Anderson","petal length",6.6,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A106","Edgar Anderson","petal width",2.1,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A109","Edgar Anderson","sepal length",6.7,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A109","Edgar Anderson","sepal width",2.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A109","Edgar Anderson","petal length",5.8,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A109","Edgar Anderson","petal width",1.8,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A112","Edgar Anderson","sepal length",6.4,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A112","Edgar Anderson","sepal width",2.7,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A112","Edgar Anderson","petal length",5.3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A112","Edgar Anderson","petal width",1.9,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A115","Edgar Anderson","sepal length",5.8,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A115","Edgar Anderson","sepal width",2.8,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A115","Edgar Anderson","petal length",5.1,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A115","Edgar Anderson","petal width",2.4,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A118","Edgar Anderson","sepal length",7.7,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A118","Edgar Anderson","sepal width",3.8,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A118","Edgar Anderson","petal length",6.7,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A118","Edgar Anderson","petal width",2.2,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A121","Edgar Anderson","sepal length",6.9,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A121","Edgar Anderson","sepal width",3.2,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A121","Edgar Anderson","petal length",5.7,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A121","Edgar Anderson","petal width",2.3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A124","Edgar Anderson","sepal length",6.3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A124","Edgar Anderson","sepal width",2.7,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A124","Edgar Anderson","petal length",4.9,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A124","Edgar Anderson","petal width",1.8,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A127","Edgar Anderson","sepal length",6.2,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A127","Edgar Anderson","sepal width",2.8,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A127","Edgar Anderson","petal length",4.8,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A127","Edgar Anderson","petal width",1.8,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A130","Edgar Anderson","sepal length",7.2,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A130","Edgar Anderson","sepal width",3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A130","Edgar Anderson","petal length",5.8,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A130","Edgar Anderson","petal width",1.6,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A133","Edgar Anderson","sepal length",6.4,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A133","Edgar Anderson","sepal width",2.8,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A133","Edgar Anderson","petal length",5.6,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A133","Edgar Anderson","petal width",2.2,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A136","Edgar Anderson","sepal length",7.7,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A136","Edgar Anderson","sepal width",3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A136","Edgar Anderson","petal length",6.1,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A136","Edgar Anderson","petal width",2.3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A139","Edgar Anderson","sepal length",6,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A139","Edgar Anderson","sepal width",3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A139","Edgar Anderson","petal length",4.8,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A139","Edgar Anderson","petal width",1.8,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A142","Edgar Anderson","sepal length",6.9,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A142","Edgar Anderson","sepal width",3.1,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A142","Edgar Anderson","petal length",5.1,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A142","Edgar Anderson","petal width",2.3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A145","Edgar Anderson","sepal length",6.7,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A145","Edgar Anderson","sepal width",3.3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A145","Edgar Anderson","petal length",5.7,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A145","Edgar Anderson","petal width",2.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A148","Edgar Anderson","sepal length",6.5,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A148","Edgar Anderson","sepal width",3,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A148","Edgar Anderson","petal length",5.2,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A148","Edgar Anderson","petal width",2,"cm"
"Site3_1929-12-01","Site3_1929-12-01_A1","Edgar Anderson","sepal length",5.1,"cm"
